ORF	REF0	REF5	REF10	REF30	REF60	REF120	MUT0	MUT5	MUT10	MUT30	MUT60	MUT120
YIL057C	12.77535374	12.68098675	11.77687307	7.198649205	6.516887334	5.106492854	12.8027859	12.57583964	9.380744414	10.15695019	3.811855179	3.511089599
YIL056W	6.512190563	7.50404168	6.847113183	7.379657882	6.790362516	6.564303303	7.062953914	7.656679856	7.48249714	7.506123407	6.801191464	6.88448013
YIL055C	7.02560006	7.411826157	6.953602947	4.652081083	4.657464404	4.865734652	7.467772668	7.915345784	6.608853533	6.699382837	4.527479104	5.97234522
YIL053W	9.826020207	12.25969199	13.28512407	13.47460048	13.07841463	12.90009139	9.862228869	11.88887551	13.36411072	13.27876607	12.9503095	12.22925599
YIL052C	13.32549592	13.23865792	13.48577511	13.92279111	13.87219245	13.70257234	13.2875462	13.53176109	13.41170045	13.29335108	13.76295891	13.650125
YIL051C	10.15555893	10.20640982	9.906194083	8.759466405	9.570769642	10.40153098	10.464182	10.20564142	9.465023665	9.536357014	9.452218858	10.64826217
YIL050W	7.963161056	7.942187813	7.133284609	5.125179945	6.616101909	7.004892473	8.418872566	8.074780028	7.390135707	7.105715375	7.919840745	8.674594503
YIL049W	4.276225874	4.123848452	2.867531121	3.474014813	3.905820022	5.456514626	4.41289466	3.543089391	3.054930727	2.989036228	4.062828335	4.860651455
YIL048W	8.280829109	8.174229975	7.994291151	8.17607563	8.673398594	8.729970653	8.726308713	8.493760397	8.439623483	8.373644945	9.163224669	8.897013085
YIL096C	6.232535031	7.422973008	8.478288724	9.503068104	8.74102802	8.14913642	7.357268038	6.611028955	6.913458972	7.152535156	7.933798277	7.367179809
YIL095W	3.190586238	3.488776471	3.385283025	3.348216239	3.507637433	3.513423558	3.682104656	3.551999939	3.863641829	3.787007575	3.430794511	3.640190187
YIL094C	10.68065811	11.02409115	11.62393196	12.23681056	12.52455088	12.27788377	10.65175254	10.69830671	11.31792949	11.23133129	11.54255098	11.48227814
YIL093C	6.924473785	7.36771075	7.148098165	5.890625533	5.834859078	5.640050178	7.261581722	6.987507107	6.514794535	6.732416918	5.781562812	5.986797374
YIL092W	4.634190144	4.938867459	5.463647699	5.668542384	5.436251773	5.156502571	5.098813429	5.041487539	5.411030218	5.492989276	5.405690905	5.107661869
YIL091C	6.908785214	7.397693496	8.789535287	9.503016971	8.763227754	7.856001706	6.391829811	6.427900882	6.999371201	7.156402761	7.991402738	7.118350505
YIL090W	7.260326018	7.207664523	7.450584246	8.177242613	8.035386255	7.453271897	6.964068845	7.104654473	7.036629924	6.187287534	7.067086553	7.093566458
YIL089W	5.711173533	6.077277312	5.775983076	5.093826487	5.094755794	5.438233499	5.398568088	4.901101173	4.841924689	4.698230125	4.260987322	4.703377559
YIL088C	7.706686026	7.950244197	7.607697182	5.710992085	5.790672799	7.520049978	7.796652896	7.827027166	7.038770631	6.970389022	6.596909314	7.548806659
YIL087C	9.901177778	10.04295509	9.69912364	6.420989609	7.164945123	8.771230247	9.978192061	10.30323941	9.254075722	9.05974952	7.960934804	9.505389357
YIL085C	7.746572613	7.931003062	8.126759543	8.338625792	8.270085848	8.218366359	8.000922548	7.573338286	7.620576677	7.885846898	8.103718749	8.125442145
YIL084C	2.156691318	2.148934846	2.154450616	2.426343802	2.228993411	2.485934686	2.150450994	2.131887911	2.202548283	2.203775531	2.181519049	2.154342816
YIL083C	9.513774367	10.2067745	9.466295086	6.90466646	8.603270421	9.191402777	9.986899714	10.0375203	8.36031397	8.076881098	8.863205193	9.404989797
YIL079C	4.673046287	5.312336968	6.830225067	7.5655227	7.280135081	6.106687121	5.270470714	4.743440208	5.956106343	6.125957315	6.939077876	5.825470662
YIL078W	9.385463091	9.889287721	9.959992679	10.99894236	10.97368055	10.63220483	9.406815351	9.357901014	9.545331857	9.445504995	10.42956428	10.24235785
YIL077C	5.889729218	6.16048371	5.420503145	3.83153307	4.582693714	4.924705085	6.076964742	6.093160298	5.470570247	5.067369112	4.97762178	5.782258313
YIL076W	7.964661059	8.512646723	8.261199475	6.398544797	7.834835844	8.710300528	8.698896948	8.632688093	7.630524123	7.680198875	8.415191706	9.080358164
YIL075C	9.265508374	9.557761065	9.335424084	7.767786891	8.659326305	8.965415015	9.926775737	10.10491357	9.704411769	9.631812329	9.540386229	9.410346828
YIL074C	7.64710001	8.105520159	8.426444168	10.145009	9.985087447	10.2458562	8.102617851	7.982440095	8.405500873	8.448759449	9.064249973	9.206753445
YIL073C	3.892476483	4.088848152	4.38466353	3.558958627	3.071713013	3.449082879	4.401569718	4.627316622	4.463142645	4.101378408	4.260565929	3.706852878
YIL119C	8.019161824	6.232585856	5.709484739	8.390092819	8.099063624	7.850593059	8.767445728	7.355045819	8.294992653	8.511877404	9.950496679	9.442895889
YIL118W	7.116851806	8.328893408	9.478523378	10.11376866	8.981551873	8.320022965	8.476157743	8.440535614	9.658644233	9.833944757	9.827317657	9.302230881
YIL117C	7.705762152	8.224106407	8.218046549	8.998665342	8.764256254	7.432930916	8.906182424	8.93462237	9.104510072	9.408642114	9.444226739	8.448813271
YIL116W	8.638805296	8.916550093	9.101391881	9.6174763	9.938617616	10.04458495	9.053977465	9.133684998	9.365799849	9.399426182	9.881151585	10.1498051
YIL115C	7.537639584	7.701605825	7.442652383	7.052171582	7.571936249	7.93133543	8.080610036	7.955138238	7.48096531	7.541440285	7.598683708	7.856386438
YIL114C	6.553896546	8.121729077	8.677902923	9.338052165	8.888374524	9.346182086	7.675846061	7.606488696	9.050990272	8.580552643	9.569630955	9.045381414
YIL113W	4.987751057	4.58043018	3.261160208	2.86941007	2.618701713	2.541629312	6.608034695	5.429193569	4.630148133	4.689068397	3.225444895	3.841530027
YIL112W	6.107946015	6.184587887	6.21824444	5.775154555	6.043645042	5.64610061	6.276867482	6.380726913	6.569228413	6.773811372	6.35811846	6.084262952
YIL111W	3.999708583	4.031440193	3.176181812	4.344024578	4.612666795	5.369317479	5.699769061	5.106190431	4.730405586	4.958099117	6.066204264	8.14051365
YIL110W	6.180424103	7.161710477	7.827657344	8.908612834	8.75761804	8.419615357	7.071754319	6.899918811	7.092039494	7.553758525	8.662155855	7.663423714
YIL109C	8.835607176	9.043097857	8.898564155	8.305955918	8.871450623	9.317824836	8.805099428	8.892896812	8.24246363	8.109931957	8.661568783	8.995070327
YIL108W	8.328733076	8.308438508	7.682378071	7.536269807	7.903288	8.193334016	8.31021746	8.344362061	7.895706009	7.88813841	8.569117091	8.482626288
YIL107C	7.597530684	7.974275482	6.999853282	2.718594657	3.641092537	5.712560849	8.378695212	8.0566133	5.498318404	5.69132221	5.19345539	6.579277198
YIL105C	7.134056954	7.274193874	6.400577597	4.850226715	5.949031577	6.101604022	7.789726274	7.834379413	6.272880564	6.351688267	6.773699747	6.887813457
YIL104C	4.399806826	4.395691551	6.260823053	7.101026205	6.45660361	4.993836429	4.707161008	3.810040138	4.360804358	4.8757408	5.938393986	4.904397144
YIL103W	6.968552912	7.404350965	8.234726734	9.136199314	8.762000981	8.109074175	7.869144441	7.59077442	7.474856044	7.796617462	8.548622164	8.018271213
YIL102C	2.13813611	2.12997388	2.13548965	2.247839675	2.185612986	2.170865201	2.133924579	2.115361496	2.184195955	2.195512324	2.164992634	2.137207763
YIL101C	7.093339126	6.419674779	4.688847678	2.710481768	2.309712222	2.515481374	6.271499933	6.387649923	4.351559469	4.021045562	2.276015532	3.070188364
YIL099W	4.004513654	4.336337677	3.172616044	2.636034736	2.571735829	2.556988044	4.370883279	4.667935997	3.327812903	3.644311678	2.697882355	2.595514664
YIL098C	7.944839366	8.186338691	7.945469529	5.122152788	6.014300971	6.981488357	8.721029899	8.404706278	7.524192337	7.716538364	7.027484379	7.822544437
YIL097W	3.670498284	3.49876092	2.666042107	2.812615168	2.74084232	2.742046314	4.377120279	4.19017068	3.441944009	3.100327073	2.867356364	3.288515229
YIL140W	6.863631954	6.574331288	5.972104588	5.222739302	4.739942171	6.18228881	7.45285916	7.608072807	6.551727867	6.436476214	6.477084217	7.310149035
YIL139C	3.016578148	3.01492041	3.174465514	3.386062209	3.199188246	3.297189606	2.948273527	3.060158514	3.049116682	3.671331702	3.297055808	3.104001868
YIL138C	7.697145129	7.727555963	8.024911871	6.176332486	6.88641577	7.663076302	7.954734748	8.412048232	7.856591797	7.661252016	7.155885988	7.966901606
YIL137C	6.151806937	6.223471877	5.789658727	5.348179147	6.143423542	6.433811253	6.571682562	6.402317372	5.867443467	6.236239753	6.330941826	6.623686611
YIL136W	11.16115437	11.02658917	10.04114445	4.346958423	4.272722868	4.879608636	11.30379992	11.32527524	7.945987802	8.057506777	4.263224683	6.531652411
YIL135C	7.628091705	7.643320303	7.353648318	7.454336432	7.935675488	8.148144483	7.629523089	7.651407374	7.638233882	8.059667013	8.072601477	8.204294659
YIL134W	4.188465719	4.3136826	4.5363089	4.574350814	5.909307619	5.492132235	4.114627298	3.729455878	3.655280561	3.950502612	4.344260162	3.950248209
YIL133C	12.69715375	12.93480676	13.02935066	13.59681485	13.60488007	13.52435065	12.89625256	12.85410915	13.20576475	13.22268611	13.36809001	13.11627861
YIL132C	3.633496423	3.796872904	3.710806357	3.795600618	3.80816341	4.760041601	4.22879713	3.498343997	3.562119389	3.65075527	3.345983783	4.298258966
YIL131C	7.475604471	7.743255544	7.259612702	7.508253277	7.787025218	7.681693008	7.916549227	7.820122611	7.32324894	7.502010126	7.896221759	7.845053765
YIL130W	7.698090855	8.163647111	9.501211988	9.963140681	9.239295381	8.663928473	8.226964219	7.984553491	9.259478495	9.451453164	8.83699471	8.672292075
YIL129C	9.646447076	9.809396502	9.156546577	8.545258969	9.32384049	9.493202048	9.947621389	10.11708129	9.805178892	9.734622122	9.901029146	10.00850306
YIL128W	7.237005539	7.281704698	6.910260481	7.462271536	7.660772929	7.457707254	7.795766635	7.496506658	7.365318782	7.200070863	7.398610234	7.524352304
YIL127C	6.786101447	7.509681294	8.545886969	9.451809298	9.046098609	7.723810446	7.968064811	7.741765001	8.092688769	8.395912379	8.753919796	7.84638144
YIL126W	6.953594322	7.066376106	7.049965856	7.347251318	7.618889327	7.308048186	7.238581392	7.26755279	7.536558744	7.602901965	7.505294875	7.700821823
YIL125W	11.60640016	11.77560655	11.3573757	6.649575793	7.733546666	8.679955855	11.08068196	11.4412178	9.88371007	10.04529454	8.638259511	9.731040502
YIL124W	11.05456011	11.27331472	9.971223749	5.241147471	5.518176352	9.259223127	11.57696354	11.9792426	9.92305302	9.80123687	6.271230217	9.918672945
YIL123W	9.907134145	9.760949887	9.68920436	9.426748744	9.608590735	9.541436029	9.428661209	9.800627806	10.0866735	9.420437629	10.07576401	10.54510134
YIL122W	5.220853727	4.237421243	4.075335162	4.164292121	4.364591739	4.083426807	4.728935656	4.035655355	3.053622164	3.444949488	3.377631679	3.87671408
YIL121W	5.772358695	5.818972881	4.816310864	6.496391315	7.14595133	6.846827744	6.496010773	5.949605382	5.538196504	5.372682673	7.192252039	6.37117922
YIL120W	3.845904616	4.046696459	4.425243894	3.9297278	3.897165501	4.047190357	3.877928644	3.693187454	3.692186078	3.841445759	3.876545149	3.745279505
YIL165C	5.811659256	6.057871512	6.220957923	7.221203459	6.248036845	6.539997942	6.67919184	6.149795604	6.383811452	6.605186028	6.53243497	6.717750293
YIL164C	6.448073346	6.573942597	6.77844023	7.900963802	6.956732543	7.260258924	6.825533492	6.507553016	6.946175012	6.445160152	6.976651587	7.263470931
YIL161W	6.924657667	7.48048692	7.817624859	8.292468421	8.321890078	7.80547828	7.442552325	7.498776526	7.35164136	7.816879646	7.845384383	7.826678991
YIL160C	10.39638845	10.43324969	9.592305538	4.297798087	3.58357722	3.191365595	10.22322118	10.36350393	7.204924409	6.764140993	3.142436584	2.968506443
YIL159W	2.206065235	2.203672579	2.210297876	2.340003332	2.250102561	2.398759688	2.208732805	2.192031439	2.726652582	2.791251971	2.73691044	3.42157274
YIL158W	7.125833206	6.567796853	5.810857787	6.783407576	7.349057156	6.639481448	7.058111344	6.541320367	6.567858027	6.767870224	7.455207964	7.179427106
YIL157C	9.415763482	9.479765747	9.242196241	7.143659487	7.694491356	8.374569996	9.434846016	9.607487377	8.832338314	8.84842113	8.277877083	8.897772319
YIL156W	4.045404026	3.988787552	3.856635306	2.989423567	3.27433995	3.793089076	3.921592738	4.015082136	3.97232254	3.649179225	3.945554999	4.246092592
YIL155C	11.74196677	11.74848934	11.56505795	7.720221935	6.642223917	5.781227982	11.38262979	11.58140322	10.40070036	10.14702793	5.684729131	6.624843436
YIL154C	5.372767103	6.016945354	5.363810012	5.156055325	5.504096196	6.560776857	4.434651237	4.939135887	4.98699116	4.936846751	5.082736709	6.27839489
YIL153W	7.54375387	7.545223725	7.073977398	6.659486956	7.252467549	7.160449589	6.862552676	6.772751179	6.655165627	6.986484738	7.210154403	7.200305278
YIL152W	4.747773645	5.384488838	5.159041414	4.785611403	4.217388702	4.362047506	5.997773145	5.532138627	5.285760764	5.196957716	4.888877853	4.646577669
YIL151C	6.449969212	6.075898728	5.741455302	6.546050604	6.735227575	6.776380166	6.729391824	6.049253963	6.038199854	6.07327999	6.834079584	6.796229053
YIL150C	2.157398681	2.335048702	2.546001505	2.273390107	2.208185834	2.193438049	2.146988088	2.714468234	2.357163574	2.573415118	2.177068838	2.145516603
YIL149C	7.712691684	7.768591536	7.898146555	7.315648715	7.706118255	7.883918679	7.774439491	7.914569005	7.430478955	7.537490077	7.207578498	7.760387323
YIL148W	12.50050614	12.50262839	12.3615351	12.86193881	12.85417332	12.655766	12.62704425	12.64535704	12.6442948	12.50312297	12.77598434	12.60764149
YIL147C	8.242881315	8.090980361	8.200215378	8.125521345	8.542042991	8.451512757	8.194989008	8.157565062	8.49433264	8.440308937	8.824416071	8.537620384
YIL146C	6.061056743	6.553848243	5.959307471	5.248691499	5.719217124	5.187567465	6.155628586	6.180821356	5.67223303	5.667404171	5.937888188	5.845707646
YIL145C	6.775088652	7.480725038	8.116423136	8.658232447	8.433004574	8.519636489	7.325071439	7.305157615	8.156065623	8.093956543	8.553850708	8.482911401
YIL144W	2.143900103	2.13141415	2.138850262	2.25552989	2.191763645	2.174611022	2.141291797	2.119402032	2.191886169	2.201662982	2.172682849	2.144897978
YIL143C	6.339468641	6.083198086	4.979659609	7.013190673	7.08376382	6.338620045	6.453832399	5.897214312	5.391679454	5.77825625	7.219318669	6.587848469
YIL142W	9.395984224	9.834982764	9.780040469	9.570623323	9.569652569	9.493957581	9.701908109	9.628508372	9.448569271	9.554232515	9.662227058	9.305519404
YIL176C	8.087447635	8.489155889	8.023548595	7.778453144	9.330732313	10.17486219	7.956268716	7.46377626	7.318218637	7.566935609	9.007431336	9.213504536
YIL166C	3.096269757	3.198400264	2.654475185	2.57250535	2.536818326	2.744590177	3.618843324	2.863474445	2.745348254	2.716333215	2.647873365	2.710932738
YHR077C	7.514376448	7.787887878	8.230730901	8.569897177	8.465952456	8.17237731	8.020789864	7.748813275	7.599485924	7.851127221	8.316304561	7.835897169
YHR209W	4.604798864	4.71553993	4.518321465	3.420944359	2.933241851	2.686530417	5.90478625	5.648089952	4.53349334	4.516355546	4.420430414	3.834617195
YHR196W	6.441134926	6.869400339	8.571930119	9.521557439	9.020834199	8.026765327	6.627245444	5.259499696	6.684898295	6.955714226	8.118001708	7.172313458
YHR197W	8.053662365	8.24042506	9.407568885	10.55958749	10.0666401	9.090825935	7.942869504	7.306613336	7.74673625	7.567728182	8.954424918	8.236036624
YHR198C	7.318887259	7.810987365	6.813809054	4.757691897	5.52300407	5.959066014	7.706149903	7.61330857	6.212091901	6.514727124	5.897003545	6.52655765
YHR199C	8.135336931	8.467081221	7.830227706	7.863434112	8.53700286	8.567449996	8.505694071	8.566244606	8.44188824	8.546077781	8.863585373	8.787775869
YHR200W	10.05579076	10.30063528	9.516163631	8.275203718	9.28191997	9.64570031	10.1975833	10.07096341	9.828138959	10.1375262	9.934180569	9.844435176
YHR201C	7.90961478	8.651495201	9.473503209	9.928516718	9.197183653	9.103565025	9.173593811	9.178073984	10.13160274	10.38861589	9.914302359	9.676069424
YHR202W	8.042608303	8.228327142	7.526497485	5.341924029	5.127992449	5.408426346	8.094446532	8.1268194	7.295789181	7.719280136	7.228347448	7.168625993
YHR204W	7.784336583	8.179273545	8.097164698	8.434269125	9.100571676	8.919214149	8.091913393	7.997214157	8.174473973	8.567315189	8.76992682	8.894060227
YHR205W	8.653484322	8.507688489	8.473226881	8.929975547	9.088935027	8.591326577	7.871830821	8.136159099	7.970819319	8.212604164	8.500824511	8.211628705
YHR206W	8.401571264	8.497185849	8.471546226	9.387911079	9.333986672	8.944586164	8.521255241	8.575524303	8.850610372	8.703695246	9.61653129	9.060539544
YHR207C	7.009993602	7.374879264	7.627209178	7.54814918	7.569760843	7.907183038	7.616793899	7.404985128	7.109769076	7.281218057	7.487815439	7.632877684
YHR208W	10.82623574	10.97902698	11.24239055	12.02460572	11.83148899	12.43527572	10.49302504	10.49352964	11.42153867	11.4179711	12.55327315	13.17247245
YHR210C	3.931585686	3.960521593	4.549345778	5.942240066	6.127739528	5.628549614	4.964308634	4.356295026	5.312783162	5.719176642	7.0237794	5.876793618
YHR216W	10.47610913	10.70107395	10.96946747	11.36634799	11.39468685	11.32006396	9.633682811	9.687607713	10.45517664	10.46894315	10.49628222	10.39371472
YHR174W	14.15603802	14.41718568	14.57043462	14.96242737	14.82084332	14.8441198	13.87219621	14.08065363	14.8057885	14.74689241	15.03076684	14.98369726
YHR175W	9.60863266	9.560730774	9.176419252	7.894342126	9.086577499	9.251220147	10.01263101	9.567452625	8.37012856	8.901938651	8.810658911	9.670801632
YHR176W	6.988248255	6.768036535	6.18127773	5.54313908	6.301264952	6.731876017	6.054693037	6.111070592	6.100620342	5.256771275	5.797118263	6.589261591
YHR177W	4.564891478	3.92718022	3.049271659	4.326059798	4.433009566	4.807696662	3.946630074	3.886799671	4.410806922	3.794765634	5.347340852	5.815421563
YHR178W	6.076117669	5.689035575	5.39879039	4.367544702	4.850574261	5.145516281	5.972931405	5.410244553	5.48500246	5.227038389	5.705471819	5.339468546
YHR179W	10.01682826	11.00009309	11.83747985	12.08510317	11.7501096	11.43808275	11.09647553	11.56160122	12.59869512	12.57573729	12.86761008	12.43190308
YHR181W	9.128214827	9.710404024	9.466892141	8.652345493	9.314211644	9.519168654	9.831959591	9.504318279	9.061692146	9.110444292	9.702229043	9.739434026
YHR182W	7.409648803	7.80308039	7.915591806	7.800432573	8.028364033	7.93959202	7.769442337	7.760600936	7.791815049	8.274047706	8.131862699	7.761348151
YHR183W	12.06804652	12.33164548	12.02368626	9.603233351	11.11493477	11.79383069	12.12785719	12.19712921	11.52558306	11.44961411	11.76173688	11.74064539
YHR184W	5.634244677	6.418154751	6.581347549	5.613308102	5.540213215	5.811329755	6.98126846	6.995286587	6.764320261	6.974655774	6.617298118	6.435664063
YHR185C	2.13813611	2.12997388	2.13548965	2.247839675	2.185612986	2.170865201	2.133924579	2.115361496	2.598529886	2.540233312	2.164992634	2.137207763
YHR186C	7.998066379	7.861660757	7.50068316	7.720715622	8.396596476	8.227376913	8.432193	8.416822555	8.126419753	8.304865281	9.103493094	8.635433353
YHR187W	4.477773685	4.516381869	4.48155104	4.410939834	4.143702502	3.861953292	4.969878243	4.802191727	4.379488705	4.770610022	5.095910637	4.530265917
YHR188C	6.970151417	7.055873226	6.494758064	5.315675098	6.581231153	7.029436933	7.037012521	7.086691129	6.578616675	6.230619386	7.106105534	7.332306221
YHR189W	2.639274037	2.478188403	2.38209981	2.827207674	2.309776017	2.511349525	2.185744584	2.243361877	2.314809419	2.319675354	2.283575101	2.2576473
YHR190W	8.861644093	8.925028251	7.866074487	4.73430629	5.807784422	7.235336061	8.67788974	8.876214462	7.404094516	7.595887052	7.235692826	8.265923892
YHR191C	6.654335824	7.083230251	7.184434592	6.545420918	6.840788807	7.462699812	8.064811945	7.763658662	7.588390513	7.950115578	7.840375173	7.645155215
YHR192W	6.794977696	7.009984451	6.632027682	5.418789792	6.122924363	6.894143863	7.491368655	7.080309865	6.468913803	6.695395616	6.929159599	7.031723084
YHR193C	12.51380251	12.64595537	12.6263179	12.57204002	12.49112256	12.94164016	12.36663954	12.31926467	11.70173307	11.72393757	11.68993322	12.22181941
YHR194W	7.013022029	6.813736086	5.183107805	4.254115251	5.40420778	6.517127851	6.763698928	6.45178852	4.936448991	5.156004484	5.601954754	6.538959088
YHR195W	7.987680137	7.86414198	7.351104815	6.652097067	6.755500158	7.618864924	8.205595545	7.949706234	6.574471562	6.924823196	6.203296459	7.477450699
YHR151C	6.678521106	6.256473094	6.736271268	7.906245093	7.786703356	7.442233564	7.182804157	6.290181823	7.206657694	7.550324525	7.886982161	7.073457869
YHR152W	7.313993183	7.515105417	7.367988053	7.461328991	7.485930981	6.56860147	8.192268358	7.918300117	7.725680456	7.882986316	8.595244368	7.822291498
YHR153C	2.170646151	2.175525145	2.149245774	2.262050219	2.189983372	2.198011219	2.400150037	2.360150901	2.229747219	2.234392783	2.184372662	2.238710094
YHR154W	6.995454456	7.104243222	6.888078569	6.22267136	6.972813722	7.806103054	7.700397036	7.553159722	7.333970299	7.436169618	8.232596697	8.694561302
YHR155W	7.142751123	6.465330882	5.839209955	6.335264099	7.148748877	7.174412235	7.276952706	6.66766339	5.48384933	5.438623819	7.349923019	7.161136257
YHR156C	5.364589419	5.759550247	6.497381346	6.131036921	5.97965614	4.950450074	5.205851822	6.088335785	6.785426243	6.773954821	6.04165804	4.985965128
YHR157W	2.13824734	2.132921095	2.138949529	2.25495138	2.190290141	2.175542356	2.176796957	2.122473201	2.224679472	2.765246346	2.583932682	2.144319468
YHR158C	6.72175875	6.598558542	6.401652359	4.916555068	6.611592507	6.806966069	6.832167225	6.81750488	6.440838266	6.774606486	6.993194893	7.442211448
YHR159W	3.79325066	3.655396641	3.049033119	3.378616671	2.874902669	3.379125959	3.375284963	3.317023103	3.385857562	3.397173931	3.054084283	3.33886937
YHR160C	2.204425537	2.132759091	2.136065712	2.250080524	2.186765109	2.170865201	2.377226426	2.11869107	2.186981166	2.197753172	2.165568695	2.137207763
YHR161C	8.118597865	8.369920692	7.263912075	5.817595923	6.930919495	7.785471609	8.308550081	8.447391978	7.370940918	7.774984725	6.961793578	7.586906082
YHR162W	10.53378331	11.09943877	11.00663536	11.20968061	11.25706424	11.31836057	10.6982735	10.86241916	11.2586442	11.404242	10.99131809	10.79259342
YHR163W	10.53632176	10.685121	10.29898218	8.066623667	7.507274628	9.131220983	10.63150525	10.3973808	9.159802237	9.393932538	6.842359404	8.237799345
YHR164C	8.218342763	7.771496651	6.951250284	6.620272145	7.773874083	7.882528682	8.488076043	8.326632602	8.083965876	8.287603508	8.49242291	8.410298386
YHR165C	8.688719877	8.840101603	8.357454543	9.126587197	9.194211212	8.447337199	8.70923171	9.110067425	8.719515924	8.847891826	8.801510125	8.704331563
YHR166C	5.635663301	5.768270927	4.312396642	5.795017847	6.077594917	5.845940756	6.363036132	5.790210949	5.508402711	6.037567219	6.55013903	6.435606707
YHR167W	3.201942121	3.005039541	3.473686309	4.549420669	4.611786634	4.141415683	4.014582521	3.161601563	4.623608294	4.517232105	4.977687389	4.614034396
YHR168W	5.990593489	5.585602217	5.500966845	5.664707576	5.762819847	5.599088386	6.059253465	5.308299241	5.564316952	5.756434151	5.868207713	5.701043645
YHR169W	7.258697485	8.104279107	9.646224499	10.24834443	9.418123639	8.454115668	7.635478978	7.09656829	8.090033494	8.275993597	8.558890681	7.739631128
YHR170W	9.290055316	9.903214509	10.89071782	11.44470822	10.8471137	9.860604886	8.91126884	9.154825559	9.871366133	10.08865685	10.05966549	9.179463254
YHR171W	6.323203623	5.715867481	3.156924222	2.414240744	2.185612986	2.858334635	6.186016532	5.781384921	3.704407199	3.758242706	2.242511887	3.252509873
YHR172W	6.715739955	6.383344258	5.885321801	5.774918157	6.359784565	6.557756925	6.697768296	6.530253207	6.188600835	5.854543229	6.887499672	7.089808045
YHR129C	6.089234844	6.177712024	6.188401089	5.01040938	5.926011554	6.32321229	6.501490635	6.260062679	5.737348903	6.293650329	6.636684276	6.529744386
YHR131C	6.427509399	5.934984053	6.46660622	6.43050871	6.441640603	6.136206189	6.108683259	6.141171141	6.141953293	5.997139569	5.566788941	5.572871365
YHR132C	9.401499418	9.645081124	9.029890712	8.581714299	9.224031554	9.360393584	9.828024452	9.829089497	9.13597211	9.31914101	9.269368532	9.51615828
YHR133C	7.946236429	8.552137104	8.323917522	9.16751735	9.357672504	9.601055179	8.835290754	8.434275009	8.385094774	8.740278183	9.307080569	9.320946597
YHR134W	2.94095387	3.068906475	3.407502264	3.2785847	3.131685958	3.1213347	3.084732093	3.077952086	3.167506227	3.482316075	3.060463108	3.003990534
YHR135C	8.813664651	8.728335726	8.806211524	8.087546475	8.715494248	9.028712714	8.52023644	8.41307616	8.185916499	8.752658841	8.155701695	8.724878407
YHR136C	2.141212096	2.12997388	2.706025692	2.24835234	2.185612986	2.173428522	2.166469326	2.118950146	2.186246611	2.199613638	2.166530627	2.139771084
YHR137W	9.2900964	9.032230149	7.439524877	2.771477957	2.557322925	2.449453571	9.678332224	9.64996219	5.709480635	6.045046424	2.387018543	2.338938915
YHR138C	10.30086871	10.64816412	10.48798224	5.935221102	4.165132111	5.898364259	10.44137585	11.14022858	9.251869187	9.772713681	5.951415047	8.015596788
YHR139C	2.78668116	2.654872367	2.334263632	2.371597468	2.307103693	2.292355908	3.838495576	3.895807432	3.633194787	3.577805489	2.286483341	2.258698469
YHR140W	4.915966658	3.312567702	2.144224811	2.250530558	2.190893602	2.172883363	4.502559216	2.750027904	2.191157851	2.203146941	2.167874041	2.138553204
YHR142W	9.5074057	9.432614532	9.389051493	9.768512774	10.27881251	10.11281927	10.17984744	9.88639678	9.692838423	9.937940024	10.38942765	10.2245544
YHR143W	10.00755392	10.16770933	10.50762863	11.27347414	9.97159339	10.80704959	10.58878724	10.66109618	11.35300218	11.40166842	10.89969046	11.40793527
YHR143W-A	9.163650458	9.267306469	10.25831411	10.90995571	10.48809493	9.955234402	9.578376863	9.271455577	9.821395117	10.01917354	10.3153046	9.687773936
YHR144C	7.186152132	7.431179692	7.880138153	8.033522541	8.986131275	9.181229747	8.267123771	7.585400064	8.005617038	8.405476425	9.338223878	9.153707907
YHR146W	8.323552749	8.389086438	8.725821298	7.71616692	9.008352005	8.336697647	8.875853134	9.084616557	9.077666752	9.001159088	9.689724447	9.474683594
YHR147C	7.615341228	8.186118635	7.674299051	6.30911178	6.685085463	7.020973235	7.930793046	8.064260685	7.187504843	7.328106615	7.104919067	7.052863796
YHR148W	7.248853263	7.842649533	9.099668968	10.09127308	9.740653235	8.762111005	7.694788372	7.099494136	7.841743581	8.027565604	9.159575908	8.033584931
YHR149C	6.568563168	6.188124892	5.910893171	6.358438471	6.735078315	7.272990243	6.658705718	5.977696156	5.497091225	5.512418665	6.98967829	7.313286866
YHR150W	6.607003786	7.007026444	6.561814276	5.635986182	5.782346554	5.770459965	6.769387395	7.019278809	6.524849364	6.264855932	6.138528976	6.092292306
YHR108W	9.252990025	9.4968754	9.405951093	8.522086568	9.054342532	9.81697142	9.405348296	9.140808819	8.868120011	8.836222115	8.622712571	9.579417086
YHR109W	6.25883095	6.203681938	6.226171401	5.105686562	5.078326411	5.275450981	6.2778927	6.016727467	5.650958172	5.681314662	5.395406602	5.649440939
YHR110W	9.247595428	9.273746505	8.756640957	6.231593412	7.096942583	8.63482301	9.588584259	9.20666248	7.55262883	8.444700859	8.035062998	9.084905965
YHR111W	7.444236799	7.541720616	7.32239158	7.071663239	7.525505861	7.111386512	7.473337275	7.404608727	7.46818868	7.495940943	8.196153841	7.646373536
